q0_0, q0_1, q0_2, q0_3, q0_4, q0_5, q0_6, q1_0, q1_1, q1_2, q1_3, q1_4, q1_5, q1_6, x, x_prec, y, y_prec, z, z_prec
-0.0458887, 0.390317, 0.128589, 0.404364, 0.15685, 0.507214, 0, 0.40389, 0.320352, 0.128589, 0.404364, 0.296781, 0.507214, 0, 0.000387957, 0.0162196, -0.00370596, 0.0162196, -0.00732048, 0.0162196
0.235032, 0.346619, 0.128589, 0.404364, 0.244248, 0.507214, 0, 0.577272, 0.293381, 0.128589, 0.404364, 0.350723, 0.507214, 0, 0.00516623, 0.0230522, -0.235075, 0.0230522, 0.00201632, 0.0230522
0.165489, 0.357436, 0.128589, 0.404364, 0.222612, 0.507214, 0, 0.314099, 0.334319, 0.128589, 0.404364, 0.268847, 0.507214, 0, 0.00188602, 0.0162161, -0.00357109, 0.0162161, -0.00720379, 0.0162161
-0.0653318, 0.393342, 0.128589, 0.404364, 0.150801, 0.507214, 0, 0.720469, 0.271106, 0.128589, 0.404364, 0.395273, 0.507214, 0, -0.00381675, 0.0300652, -0.46884, 0.0300652, -0.00144665, 0.0300652
0.988359, 0.386251, 0.128589, 0.404364, 0.164983, 0.507214, 0, 0.977196, 0.384514, 0.128589, 0.404364, 0.168456, 0.507214, 0, -0.00978289, 0.0162935, -0.00643539, 0.0162935, -0.00140942, 0.0162935
0.303127, 0.336026, 0.128589, 0.404364, 0.265433, 0.507214, 0, 0.568143, 0.294801, 0.128589, 0.404364, 0.347882, 0.507214, 0, 0.00309151, 0.0224734, -0.215781, 0.0224734, -0.000756289, 0.0224734
1.03046, 0.392801, 0.128589, 0.404364, 0.151884, 0.507214, 0, 0.346694, 0.286436, 0.128589, 0.404364, 0.364613, 0.507214, 0, 0.00827564, 0.0265565, 0.351884, 0.0265565, 0.0070244, 0.0265565
0.0795087, 0.370811, 0.128589, 0.404364, 0.195863, 0.507214, 0, 0.117465, 0.364907, 0.128589, 0.404364, 0.207672, 0.507214, 0, 0.001696, 0.016281, -0.00417027, 0.016281, -0.00936822, 0.016281
-0.0843043, 0.396293, 0.128589, 0.404364, 0.144899, 0.507214, 0, -0.0286375, 0.387634, 0.128589, 0.404364, 0.162217, 0.507214, 0, -0.00691339, 0.016288, -0.00102445, 0.016288, 0.00959999, 0.016288
0.833808, 0.36221, 0.128589, 0.404364, 0.213066, 0.507214, 0, 0.290512, 0.277697, 0.128589, 0.404364, 0.382091, 0.507214, 0, -0.00680928, 0.0286854, 0.422847, 0.0286854, -0.00899583, 0.0286854
0.923221, 0.376118, 0.128589, 0.404364, 0.185249, 0.507214, 0, 0.434951, 0.300165, 0.128589, 0.404364, 0.337155, 0.507214, 0, 0.00543338, 0.0219843, 0.199478, 0.0219843, 0.00110115, 0.0219843
0.698076, 0.341096, 0.128589, 0.404364, 0.255294, 0.507214, 0, 0.294938, 0.278385, 0.128589, 0.404364, 0.380714, 0.507214, 0, 0.00046519, 0.0290283, 0.434278, 0.0290283, 0.00262227, 0.0290283
1.0221, 0.3915, 0.128589, 0.404364, 0.154485, 0.507214, 0, 0.47854, 0.306946, 0.128589, 0.404364, 0.323594, 0.507214, 0, 0.00476523, 0.0194038, 0.113459, 0.0194038, -0.0013457, 0.0194038
0.668883, 0.336555, 0.128589, 0.404364, 0.264376, 0.507214, 0, 0.617332, 0.328536, 0.128589, 0.404364, 0.280414, 0.507214, 0, 0.00884802, 0.0162979, 0.00993133, 0.0162979, -0.00486194, 0.0162979
0.131968, 0.362651, 0.128589, 0.404364, 0.212184, 0.507214, 0, 0.484489, 0.307814, 0.128589, 0.404364, 0.321857, 0.507214, 0, 0.00757651, 0.0177416, -0.0580542, 0.0177416, 0.00356466, 0.0177416
0.959252, 0.381723, 0.128589, 0.404364, 0.174039, 0.507214, 0, 0.246951, 0.270921, 0.128589, 0.404364, 0.395644, 0.507214, 0, -0.00658892, 0.0297881, 0.459604, 0.0297881, -0.00100963, 0.0297881
0.614682, 0.328123, 0.128589, 0.404364, 0.281238, 0.507214, 0, 0.45935, 0.30396, 0.128589, 0.404364, 0.329564, 0.507214, 0, 0.00586747, 0.0203044, 0.143479, 0.0203044, 0.000295891, 0.0203044
0.709885, 0.342933, 0.128589, 0.404364, 0.25162, 0.507214, 0, 0.436386, 0.300388, 0.128589, 0.404364, 0.336708, 0.507214, 0, -0.00117466, 0.0215777, 0.185923, 0.0215777, 0.000967335, 0.0215777
0.256022, 0.343353, 0.128589, 0.404364, 0.250778, 0.507214, 0, 0.622808, 0.286298, 0.128589, 0.404364, 0.36489, 0.507214, 0, -0.0116705, 0.0254874, -0.316248, 0.0254874, -0.00374853, 0.0254874
0.801604, 0.3572, 0.128589, 0.404364, 0.223085, 0.507214, 0, 0.22343, 0.267262, 0.128589, 0.404364, 0.402961, 0.507214, 0, -0.0106623, 0.0299929, 0.46643, 0.0299929, 0.00642892, 0.0299929
0.723757, 0.345091, 0.128589, 0.404364, 0.247304, 0.507214, 0, 0.24157, 0.270084, 0.128589, 0.404364, 0.397318, 0.507214, 0, -0.0127175, 0.0296922, 0.456408, 0.0296922, -0.00472176, 0.0296922
0.249975, 0.344294, 0.128589, 0.404364, 0.248897, 0.507214, 0, 0.392442, 0.322132, 0.128589, 0.404364, 0.29322, 0.507214, 0, -0.00182924, 0.0162767, 0.00922385, 0.0162767, 0.00610536, 0.0162767
0.926983, 0.376703, 0.128589, 0.404364, 0.184078, 0.507214, 0, 0.918675, 0.375411, 0.128589, 0.404364, 0.186663, 0.507214, 0, 0.00712491, 0.0162137, -0.00690892, 0.0162137, -0.000788668, 0.0162137
0.0694665, 0.372373, 0.128589, 0.404364, 0.192739, 0.507214, 0, 0.45853, 0.311852, 0.128589, 0.404364, 0.313781, 0.507214, 0, -0.00520997, 0.0164803, -0.0160089, 0.0164803, -0.00713022, 0.0164803
1.01476, 0.390358, 0.128589, 0.404364, 0.156768, 0.507214, 0, 0.796327, 0.356379, 0.128589, 0.404364, 0.224727, 0.507214, 0, 0.00954452, 0.0162863, -0.0064586, 0.0162863, -0.00569097, 0.0162863
0.721083, 0.344675, 0.128589, 0.404364, 0.248136, 0.507214, 0, 0.408793, 0.296096, 0.128589, 0.404364, 0.345293, 0.507214, 0, 0.00363559, 0.0236752, 0.255841, 0.0236752, 0.0068745, 0.0236752
0.213516, 0.349965, 0.128589, 0.404364, 0.237554, 0.507214, 0, 0.637415, 0.284026, 0.128589, 0.404364, 0.369434, 0.507214, 0, -0.0126181, 0.0257756, -0.325853, 0.0257756, -0.00727477, 0.0257756
0.627743, 0.330155, 0.128589, 0.404364, 0.277175, 0.507214, 0, 0.575219, 0.321985, 0.128589, 0.404364, 0.293516, 0.507214, 0, -0.00450544, 0.0161352, 8.13144e-05, 0.0161352, 0.00279073, 0.0161352
0.783136, 0.354327, 0.128589, 0.404364, 0.22883, 0.507214, 0, 0.608744, 0.3272, 0.128589, 0.404364, 0.283086, 0.507214, 0, -0.000721137, 0.0161966, -0.0045086, 0.0161966, 0.00655439, 0.0161966
0.117982, 0.364826, 0.128589, 0.404364, 0.207832, 0.507214, 0, 0.161178, 0.358107, 0.128589, 0.404364, 0.221271, 0.507214, 0, -0.00281122, 0.0162792, 0.00930706, 0.0162792, 0.00193818, 0.0162792
0.638178, 0.331778, 0.128589, 0.404364, 0.273929, 0.507214, 0, 0.511514, 0.312075, 0.128589, 0.404364, 0.313335, 0.507214, 0, 0.00454629, 0.0181658, 0.0721926, 0.0181658, -0.00126956, 0.0181658
0.0380139, 0.377266, 0.128589, 0.404364, 0.182953, 0.507214, 0, 0.529963, 0.30074, 0.128589, 0.404364, 0.336004, 0.507214, 0, -0.00228018, 0.0201019, -0.13673, 0.0201019, -0.00975962, 0.0201019
0.84423, 0.363831, 0.128589, 0.404364, 0.209824, 0.507214, 0, 0.372991, 0.290527, 0.128589, 0.404364, 0.356431, 0.507214, 0, -0.00651925, 0.0250944, 0.303145, 0.0250944, 0.00549934, 0.0250944
0.990744, 0.386622, 0.128589, 0.404364, 0.164241, 0.507214, 0, 0.221827, 0.267013, 0.128589, 0.404364, 0.40346, 0.507214, 0, -0.00678386, 0.0295753, 0.452509, 0.0295753, 0.000250567, 0.0295753
-0.08314, 0.396112, 0.128589, 0.404364, 0.145261, 0.507214, 0, 0.545228, 0.298366, 0.128589, 0.404364, 0.340753, 0.507214, 0, 0.00868558, 0.020682, -0.156068, 0.020682, 0.00446355, 0.020682
0.226786, 0.347901, 0.128589, 0.404364, 0.241683, 0.507214, 0, 0.630264, 0.285138, 0.128589, 0.404364, 0.367209, 0.507214, 0, 0.00357376, 0.0254008, -0.313358, 0.0254008, -0.00194675, 0.0254008
0.760051, 0.350736, 0.128589, 0.404364, 0.236013, 0.507214, 0, 0.590636, 0.324383, 0.128589, 0.404364, 0.28872, 0.507214, 0, 0.00324326, 0.0160973, 0.00268691, 0.0160973, 9.31504e-05, 0.0160973
-0.0639332, 0.393124, 0.128589, 0.404364, 0.151237, 0.507214, 0, 0.351267, 0.328538, 0.128589, 0.404364, 0.28041, 0.507214, 0, 0.00248674, 0.0162577, 0.000185328, 0.0162577, -0.00859145, 0.0162577
0.750762, 0.349291, 0.128589, 0.404364, 0.238902, 0.507214, 0, 0.202676, 0.264033, 0.128589, 0.404364, 0.409418, 0.507214, 0, 0.00173791, 0.0298163, 0.460545, 0.0298163, -0.00517393, 0.0298163
0.809452, 0.358421, 0.128589, 0.404364, 0.220643, 0.507214, 0, 0.425198, 0.298648, 0.128589, 0.404364, 0.340189, 0.507214, 0, 0.00263607, 0.0226413, 0.221376, 0.0226413, -0.00356503, 0.0226413
0.29665, 0.337034, 0.128589, 0.404364, 0.263418, 0.507214, 0, 0.352843, 0.328292, 0.128589, 0.404364, 0.2809, 0.507214, 0, 0.00852921, 0.0162559, 0.00632062, 0.0162559, -0.00120675, 0.0162559
0.76453, 0.351433, 0.128589, 0.404364, 0.234619, 0.507214, 0, 0.543167, 0.316999, 0.128589, 0.404364, 0.303488, 0.507214, 0, -0.00493695, 0.0161481, -0.00288725, 0.0161481, 0.00224114, 0.0161481
0.0858735, 0.369821, 0.128589, 0.404364, 0.197843, 0.507214, 0, 0.217776, 0.349303, 0.128589, 0.404364, 0.23888, 0.507214, 0, 0.0035847, 0.0161271, 0.0032709, 0.0161271, 0.00423716, 0.0161271
-0.0886499, 0.396969, 0.128589, 0.404364, 0.143547, 0.507214, 0, 0.175636, 0.355858, 0.128589, 0.404364, 0.225769, 0.507214, 0, 0.00394252, 0.0162751, -0.00917059, 0.0162751, 0.00144761, 0.0162751
0.034938, 0.377744, 0.128589, 0.404364, 0.181997, 0.507214, 0, 0.473432, 0.309534, 0.128589, 0.404364, 0.318417, 0.507214, 0, 0.00935337, 0.0170677, -0.0355903, 0.0170677, -0.00737444, 0.0170677
0.740926, 0.347761, 0.128589, 0.404364, 0.241963, 0.507214, 0, 0.406139, 0.295683, 0.128589, 0.404364, 0.346118, 0.507214, 0, 0.00436078, 0.0232967, 0.243223, 0.0232967, -0.00919627, 0.0232967
0.164401, 0.357605, 0.128589, 0.404364, 0.222274, 0.507214, 0, 0.22089, 0.348818, 0.128589, 0.404364, 0.239848, 0.507214, 0, -0.00935633, 0.0162807, 0.00770321, 0.0162807, -0.00505227, 0.0162807
-0.0299519, 0.387838, 0.128589, 0.404364, 0.161809, 0.507214, 0, 0.285956, 0.338697, 0.128589, 0.404364, 0.260091, 0.507214, 0, -0.00505688, 0.0161517, 0.00277516, 0.0161517, -0.00111628, 0.0161517
0.194429, 0.352935, 0.128589, 0.404364, 0.231616, 0.507214, 0, 0.420682, 0.31774, 0.128589, 0.404364, 0.302006, 0.507214, 0, 0.00993039, 0.0162979, -0.00751658, 0.0162979, 0.00811664, 0.0162979
0.918552, 0.375392, 0.128589, 0.404364, 0.186701, 0.507214, 0, 0.418419, 0.297593, 0.128589, 0.404364, 0.342298, 0.507214, 0, -0.000816489, 0.0227663, 0.225543, 0.0227663, -0.00458062, 0.0227663
0.853117, 0.365213, 0.128589, 0.404364, 0.207059, 0.507214, 0, 0.549734, 0.31802, 0.128589, 0.404364, 0.301445, 0.507214, 0, 0.00670035, 0.0162664, -0.00408071, 0.0162664, -0.00887887, 0.0162664
0.194978, 0.352849, 0.128589, 0.404364, 0.231787, 0.507214, 0, 0.19882, 0.352252, 0.128589, 0.404364, 0.232982, 0.507214, 0, -0.00192968, 0.0162715, 0.00413081, 0.0162715, -0.00904976, 0.0162715
0.253347, 0.34377, 0.128589, 0.404364, 0.249946, 0.507214, 0, 0.479925, 0.308524, 0.128589, 0.404364, 0.320437, 0.507214, 0, 0.00599331, 0.017509, -0.0503015, 0.017509, 0.00783527, 0.017509
0.988442, 0.386264, 0.128589, 0.404364, 0.164958, 0.507214, 0, 0.823332, 0.36058, 0.128589, 0.404364, 0.216325, 0.507214, 0, -0.00208118, 0.0161786, 0.00160677, 0.0161786, -0.00595275, 0.0161786
0.316157, 0.333999, 0.128589, 0.404364, 0.269487, 0.507214, 0, 0.565272, 0.295248, 0.128589, 0.404364, 0.346989, 0.507214, 0, -0.00676886, 0.0219867, -0.199556, 0.0219867, 0.00744533, 0.0219867
0.168182, 0.357017, 0.128589, 0.404364, 0.22345, 0.507214, 0, 0.694071, 0.275212, 0.128589, 0.404364, 0.38706, 0.507214, 0, -0.0213847, 0.0293039, -0.443464, 0.0293039, 0.00795449, 0.0293039
0.101695, 0.36736, 0.128589, 0.404364, 0.202765, 0.507214, 0, 0.111156, 0.365888, 0.128589, 0.404364, 0.205709, 0.507214, 0, 0.00163338, 0.0162691, -0.00897047, 0.0162691, 0.00685006, 0.0162691
0.0492918, 0.375511, 0.128589, 0.404364, 0.186462, 0.507214, 0, 0.617577, 0.287112, 0.128589, 0.404364, 0.363262, 0.507214, 0, -0.010086, 0.0247848, -0.292827, 0.0247848, -0.00961661, 0.0247848
0.766388, 0.351722, 0.128589, 0.404364, 0.234041, 0.507214, 0, 0.206559, 0.264637, 0.128589, 0.404364, 0.40821, 0.507214, 0, -0.0122295, 0.0302937, 0.476456, 0.0302937, -0.00926632, 0.0302937
0.873597, 0.368399, 0.128589, 0.404364, 0.200687, 0.507214, 0, 0.790582, 0.355485, 0.128589, 0.404364, 0.226514, 0.507214, 0, 0.00580522, 0.0161819, 0.0060634, 0.0161819, 0.00165845, 0.0161819
0.636216, 0.331473, 0.128589, 0.404364, 0.274539, 0.507214, 0, 0.215697, 0.266059, 0.128589, 0.404364, 0.405367, 0.507214, 0, -0.0194998, 0.0299934, 0.466447, 0.0299934, -0.00408284, 0.0299934
0.19938, 0.352164, 0.128589, 0.404364, 0.233156, 0.507214, 0, 0.299518, 0.336587, 0.128589, 0.404364, 0.26431, 0.507214, 0, 0.00374085, 0.0161623, 5.58171e-05, 0.0161623, -0.00540984, 0.0161623
0.0880659, 0.36948, 0.128589, 0.404364, 0.198525, 0.507214, 0, 0.353806, 0.328143, 0.128589, 0.404364, 0.2812, 0.507214, 0, 0.00112486, 0.0162991, 0.00996947, 0.0162991, 0.00737065, 0.0162991
0.740515, 0.347697, 0.128589, 0.404364, 0.24209, 0.507214, 0, 0.666857, 0.336239, 0.128589, 0.404364, 0.265006, 0.507214, 0, 0.003261, 0.0160978, 0.00138489, 0.0160978, 0.00244813, 0.0160978
0.228847, 0.347581, 0.128589, 0.404364, 0.242324, 0.507214, 0, 0.258264, 0.343005, 0.128589, 0.404364, 0.251476, 0.507214, 0, 0.00163958, 0.0161156, -0.00385363, 0.0161156, -0.0008829, 0.0161156
0.28238, 0.339253, 0.128589, 0.404364, 0.258979, 0.507214, 0, 0.651242, 0.281875, 0.128589, 0.404364, 0.373736, 0.507214, 0, -0.00674232, 0.0272289, -0.374296, 0.0272289, -0.00105836, 0.0272289
0.767473, 0.351891, 0.128589, 0.404364, 0.233703, 0.507214, 0, 0.179646, 0.260451, 0.128589, 0.404364, 0.416583, 0.507214, 0, -0.0171787, 0.0305701, 0.485669, 0.0305701, -0.00186845, 0.0305701
0.757114, 0.350279, 0.128589, 0.404364, 0.236926, 0.507214, 0, 0.539678, 0.316456, 0.128589, 0.404364, 0.304573, 0.507214, 0, 0.00181701, 0.0165585, 0.0186159, 0.0165585, -0.00550375, 0.0165585
0.309748, 0.334996, 0.128589, 0.404364, 0.267493, 0.507214, 0, 0.406732, 0.31991, 0.128589, 0.404364, 0.297666, 0.507214, 0, 0.00753237, 0.016226, 0.00335851, 0.016226, -0.00110397, 0.016226
